
"IDCOTIZA","IDCLTE","FECHA","STATUS","VALOR_USD","VALOR_MXP","IDUSRELAB","IDUSRVEND","CDMESS","OV","PO","DESCRIPCION","FECHAOV","ID_SOLICITUD","FECHA_ELABORA_SOLICITUD","FECHA_ASIGNACION_SOLICITUD","IDCONTACTO","id","CANT","PROYECTO","MARCA","MOCELO","SERIE"
"8854-2023","580","2023-07-17 08:21:32","Ganadas","1440.000000","24176.4480000000","175","229","L1-89","5002-2023","4303018631","Medición de piezas","2023-07-27 15:49:00","MESS-SCT-7551-2023","2023-07-14 16:33:46","2023-07-14 17:41:19","-","91534","1","65700","-","",""
"8854-2023","580","2023-07-17 08:21:32","Ganadas","1440.000000","24176.4480000000","175","229","L1-89","5002-2023","4303018631","Medición de piezas","2023-07-27 15:49:00","MESS-SCT-7551-2023","2023-07-14 16:33:46","2023-07-14 17:41:19","-","91534","1","65700","Sin referencia","Sin referencia","Sin referencia"
"8854-2023","580","2023-07-17 08:21:32","Ganadas","30.000000","503.6760000000","175","229","Sin registro","5002-2023","4303018631","Costo de manejo de cuenta.","2023-07-27 15:49:00","MESS-SCT-7551-2023","2023-07-14 16:33:46","2023-07-14 17:41:19","-","91534","1","65700","-","-","-"
"9253-2023","51","2023-07-24 13:45:23","Ganadas","135.778928","2300.0000000000","227","151","L12-6","SIN OV","SIN PO","Calibración de probador de dureza Shore, escala A, B,C,D,DO,HM,HO,HOO. Servicio con Acreditación EMA. Método: directo, medición de fuerza y desplazamiento. Ver incertidumbre en tabla CMC DZA-33.","","MESS-SCT-7921-2023","2023-07-24 13:44:51","2023-07-24 13:44:59","-","91982","1","66072","Mitutoyo","811-336-11",""
"10689-2021-6","334","2021-09-29 16:51:03","Canceladas","64.937748","1100.0000000000","378","399","S9-11","SIN OV","SIN PO","Calibración de Torquímetro. Alcance de 0,2 Nm a 1500 Nm. Sentido Horario y Contra Horario. Servicio con Acreditación EMA.","","MESS-CT-10689-2021-6","2023-07-24 13:54:26","2023-07-24 13:54:26","-","91984","1","0","-","-","-"
"8505-2023","312","2023-07-07 12:24:59","Ganadas","9554.500000","165125.6462500000","184","184","P1-1773","4905-2023","24102628","Probe head RDS-C-CAA w/Electronics","2023-07-24 18:48:12","MESS-CT-8505-2023","2023-07-24 14:02:57","2023-07-24 14:02:57","-","91163","1","65367","-","-","-"
"8804-2023","312","2023-07-14 00:18:14","Ganadas","8633.000000","145497.9921000000","184","184","P1-5789","4906-2023","24102629","Accesorios","2023-07-24 18:55:05","MESS-CT-8804-2023","2023-07-24 14:03:45","2023-07-24 14:03:45","-","91477","1","65367","-","-","-"
"8805-2023","312","2023-07-14 00:39:54","Ganadas","4025.500000","67844.5693500000","184","184","S1-7","4907-2023","24102627","Instalación de Refacción","2023-07-24 18:58:28","MESS-CT-8805-2023","2023-07-24 14:05:33","2023-07-24 14:05:33","-","91478","1","65367","ZEISS","Contura 2014","731711531633"
"9255-2023","729","2023-07-24 14:15:45","En proceso","177.102950","3000.0000000000","227","151","L2-16","SIN OV","SIN PO","Calibración de diámetro esfera patrón hasta 100 mm y medición de redondez. Servicio con acreditación ema. Incertidumbre mínima declarada para medición de diámetro U = ± (0.53 + 0.0040*L), L en mm","","MESS-SCT-7926-2023","2023-07-24 14:14:19","2023-07-24 14:15:05","-","91985","2","66076","ZEISS","600332-8446-000","N8033-A"
"452-2023-1","2707","2023-01-10 16:32:22","Ganadas","336.495605","5700.0000000000","378","352","S7-2","4899-2023","NAX8288","Calibración de mesa de planitud con longitud de 160 mm a 800 mm. Servicio en sitio. Servicio con acreditación ema. Calibración con Niveles electrónicos. Incertidumbre mínima declarada U = ± (1.7 + 0.0016 * L) µm, L en mm.","2023-07-24 14:29:59","MESS-CT-452-2023-1","2023-07-24 14:19:14","2023-07-24 14:19:14","-","91986","3","0","Huato","A2000-EX","H2000DA727"
"452-2023-1","2707","2023-01-10 16:32:22","Ganadas","336.495605","5700.0000000000","378","352","S7-2","4899-2023","NAX8288","Calibración de mesa de planitud con longitud de 160 mm a 800 mm. Servicio en sitio. Servicio con acreditación ema. Calibración con Niveles electrónicos. Incertidumbre mínima declarada U = ± (1.7 + 0.0016 * L) µm, L en mm.","2023-07-24 14:29:59","MESS-CT-452-2023-1","2023-07-24 14:19:14","2023-07-24 14:19:14","-","91986","3","0","Mitutoyo","Graplate","1212019"
"452-2023-1","2707","2023-01-10 16:32:22","Ganadas","336.495605","5700.0000000000","378","352","S7-2","4899-2023","NAX8288","Calibración de mesa de planitud con longitud de 160 mm a 800 mm. Servicio en sitio. Servicio con acreditación ema. Calibración con Niveles electrónicos. Incertidumbre mínima declarada U = ± (1.7 + 0.0016 * L) µm, L en mm.","2023-07-24 14:29:59","MESS-CT-452-2023-1","2023-07-24 14:19:14","2023-07-24 14:19:14","-","91986","3","0","Mitutoyo","HDS-H12""C","03019622"
"452-2023-1","2707","2023-01-10 16:32:22","Ganadas","336.495605","5700.0000000000","378","352","S7-2","4899-2023","NAX8288","Calibración de mesa de planitud con longitud de 160 mm a 800 mm. Servicio en sitio. Servicio con acreditación ema. Calibración con Niveles electrónicos. Incertidumbre mínima declarada U = ± (1.7 + 0.0016 * L) µm, L en mm.","2023-07-24 14:29:59","MESS-CT-452-2023-1","2023-07-24 14:19:14","2023-07-24 14:19:14","-","91986","3","0","TORREY","Sin referencia","L15-000266"
"452-2023-1","2707","2023-01-10 16:32:22","Ganadas","137.549958","2330.0000000000","378","352","Sin registro","4899-2023","NAX8288","Viáticos","2023-07-24 14:29:59","MESS-CT-452-2023-1","2023-07-24 14:19:14","2023-07-24 14:19:14","-","91986","1","0","Mitutoyo","Graplate","1301041"
"452-2023-1","2707","2023-01-10 16:32:22","Ganadas","137.549958","2330.0000000000","378","352","Sin registro","4899-2023","NAX8288","Viáticos","2023-07-24 14:29:59","MESS-CT-452-2023-1","2023-07-24 14:19:14","2023-07-24 14:19:14","-","91986","1","0","Mitutoyo","HDS-H12""C","03020464"
"452-2023-1","2707","2023-01-10 16:32:22","Ganadas","168.247802","2850.0000000000","378","352","S7-8","4899-2023","NAX8288","Calibración de sistema vertical de medición de 0 mm hasta 600 mm con resolución de 0.001 mm, 0.005 mm, 0.01 mm. Servicio en sitio. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (0.7 + 0.0038*L), L en mm","2023-07-24 14:29:59","MESS-CT-452-2023-1","2023-07-24 14:19:14","2023-07-24 14:19:14","-","91986","2","0","-","-","-"
"452-2023-1","2707","2023-01-10 16:32:22","Ganadas","98.144551","1662.5000000000","378","352","L8-42","4899-2023","NAX8288","Calibración de Termohigrómetro Servicio Acreditado PJLA 10 a 90 % HR y 15°C a 70°C Comparación directa con patrones.","2023-07-24 14:29:59","MESS-CT-452-2023-1","2023-07-24 14:19:14","2023-07-24 14:19:14","-","91986","1","0","-","-","-"
"452-2023-1","2707","2023-01-10 16:32:22","Ganadas","100.358338","1700.0000000000","378","352","L15-1","4899-2023","NAX8288","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","2023-07-24 14:29:59","MESS-CT-452-2023-1","2023-07-24 14:19:14","2023-07-24 14:19:14","-","91986","1","0","-","-","-"
"452-2023-1","2707","2023-01-10 16:32:22","Ganadas","247.944130","4200.0000000000","378","352","L15-1","4899-2023","NAX8288","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","2023-07-24 14:29:59","MESS-CT-452-2023-1","2023-07-24 14:19:14","2023-07-24 14:19:14","-","91986","1","0","-","-","-"
"9256-2023","5010","2023-07-24 14:23:03","Canceladas","20060.000000","351050.0000000000","230","379","P27-139","SIN OV","SIN PO","AbrasiMet M (200-240 VAC, 50/60Hz)","","MESS-SCT-7897-2023","2023-07-24 08:09:41","2023-07-24 09:34:33","-","91987","1","66033","-","-","-"
"9256-2023","5010","2023-07-24 14:23:03","Canceladas","4447.000000","77822.5000000000","230","379","P27-364","SIN OV","SIN PO","Advanced AB M Recirc System (70L,200V, 50/60Hz)","","MESS-SCT-7897-2023","2023-07-24 08:09:41","2023-07-24 09:34:33","-","91987","1","66033","-","-","-"
"9256-2023","5010","2023-07-24 14:23:03","Canceladas","1681.000000","29417.5000000000","230","379","P29-1101","SIN OV","SIN PO","Sliding Vise Kit, Medium, Left (12mm)","","MESS-SCT-7897-2023","2023-07-24 08:09:41","2023-07-24 09:34:33","-","91987","1","66033","-","-","-"
"9256-2023","5010","2023-07-24 14:23:03","Canceladas","1681.000000","29417.5000000000","230","379","P29-1102","SIN OV","SIN PO","Sliding Vise Kit, Medium, Right (12mm)","","MESS-SCT-7897-2023","2023-07-24 08:09:41","2023-07-24 09:34:33","-","91987","1","66033","-","-","-"
"9257-2023","878","2023-07-24 14:28:31","Canceladas","17206.000000","291457.5958000000","230","319","P27-54","SIN OV","SIN PO","SimpliMet 4000, 1.25in Mold","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91988","1","66056","-","-","-"
"9258-2023","717","2023-07-24 14:30:56","Canceladas","70.841180","1200.0000000000","346","175","L2-12","SIN OV","SIN PO","Calibración de indicador de vástago recto de 0 mm a 12.7 mm (carátula o digital). Resolución hasta 0.001 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (1.1 + 0.0020*L), L en mm","","MESS-SCT-7919-2023","2023-07-24 13:31:57","2023-07-24 14:22:00","-","91989","3","66064","käfer","Sin referencia","433400"
"9258-2023","717","2023-07-24 14:30:56","Canceladas","23.613727","400.0000000000","346","175","L2-20","SIN OV","SIN PO","Calibración de indicador de palanca (pestaña o control) de 0 mm a 2.032 mm. Resolución hasta 0.001 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (0.64 + 0.063*L), L en mm","","MESS-SCT-7919-2023","2023-07-24 13:31:57","2023-07-24 14:22:00","-","91989","1","66064","Swiss Precisión Instruments","Sin referencia","1811001"
"9259-2023","4187","2023-07-24 14:33:42","Canceladas","87.500000","1482.1887500000","125","330","P29-805","SIN OV","SIN PO","MicroCloth, PSA, 8 in","","MESS-SCT-7904-2023","2023-07-24 10:48:55","2023-07-24 14:04:31","-","91990","1","66054","-","-","-"
"9259-2023","4187","2023-07-24 14:33:42","Canceladas","68.900000","1167.1177700000","125","330","P29-699","SIN OV","SIN PO","MetaDi Fluid, 32oz","","MESS-SCT-7904-2023","2023-07-24 10:48:55","2023-07-24 14:04:31","-","91990","1","66054","-","-","-"
"9259-2023","4187","2023-07-24 14:33:42","Canceladas","183.300000","3104.9736900000","125","330","P29-729","SIN OV","SIN PO","MetaDi Mono Suspension, 1µm, 16oz (1kg, 9x8x25 cm)","","MESS-SCT-7904-2023","2023-07-24 10:48:55","2023-07-24 14:04:31","-","91990","1","66054","-","-","-"
"9259-2023","4187","2023-07-24 14:33:42","Canceladas","58.500000","990.9490500000","125","330","P29-664","SIN OV","SIN PO","MicroPolish Suspension, 1µm, 6oz","","MESS-SCT-7904-2023","2023-07-24 10:48:55","2023-07-24 14:04:31","-","91990","1","66054","-","-","-"
"9259-2023","4187","2023-07-24 14:33:42","Canceladas","135.200000","2290.1933600000","125","330","P29-722","SIN OV","SIN PO","MetaDi II Paste, Mono, 6µm, 5g","","MESS-SCT-7904-2023","2023-07-24 10:48:55","2023-07-24 14:04:31","-","91990","1","66054","-","-","-"
"9259-2023","4187","2023-07-24 14:33:42","Canceladas","156.000000","2642.5308000000","125","330","P29-267","SIN OV","SIN PO","TransOptic Powder, 5lb [2.3kg]","","MESS-SCT-7904-2023","2023-07-24 10:48:55","2023-07-24 14:04:31","-","91990","1","66054","-","-","-"
"9259-2023","4187","2023-07-24 14:33:42","Canceladas","331.200000","5610.2961600000","125","330","P29-624","SIN OV","SIN PO","MicroCut PSA, 1200 [P2500], 8in","","MESS-SCT-7904-2023","2023-07-24 10:48:55","2023-07-24 14:04:31","-","91990","1","66054","-","-","-"
"9259-2023","4187","2023-07-24 14:33:42","Canceladas","43.700000","740.2474100000","125","330","P29-309","SIN OV","SIN PO","Release Agent, 4oz (300 gramos, 12x5 cmm) (200 gramos, 5 cm x 12 cm)","","MESS-SCT-7904-2023","2023-07-24 10:48:55","2023-07-24 14:04:31","-","91990","1","66054","-","-","-"
"9259-2023","4187","2023-07-24 14:33:42","Canceladas","223.200000","3780.8517600000","125","330","P29-612","SIN OV","SIN PO","CarbiMet PSA, 120 [P120], 8in","","MESS-SCT-7904-2023","2023-07-24 10:48:55","2023-07-24 14:04:31","-","91990","1","66054","-","-","-"
"9259-2023","4187","2023-07-24 14:33:42","Canceladas","218.400000","3699.5431200000","125","330","P29-617","SIN OV","SIN PO","CarbiMet PSA, 320 [P400], 8in","","MESS-SCT-7904-2023","2023-07-24 10:48:55","2023-07-24 14:04:31","-","91990","1","66054","-","-","-"
"9259-2023","4187","2023-07-24 14:33:42","Canceladas","218.400000","3699.5431200000","125","330","P29-619","SIN OV","SIN PO","CarbiMet PSA, 400 [P800], 8in (1kg, 22 x 22,x 5)","","MESS-SCT-7904-2023","2023-07-24 10:48:55","2023-07-24 14:04:31","-","91990","1","66054","-","-","-"
"9259-2023","4187","2023-07-24 14:33:42","Canceladas","218.400000","3699.5431200000","125","330","P29-621","SIN OV","SIN PO","CarbiMet PSA, 600 [P1200], 8in (1kg, 22 x 22,x 5)","","MESS-SCT-7904-2023","2023-07-24 10:48:55","2023-07-24 14:04:31","-","91990","1","66054","-","-","-"
"9259-2023","4187","2023-07-24 14:33:42","Canceladas","60.000000","1016.3580000000","125","330","Sin registro","SIN OV","SIN PO","Mensajeria","","MESS-SCT-7904-2023","2023-07-24 10:48:55","2023-07-24 14:04:31","-","91990","1","66054","-","-","-"
"9260-2023","878","2023-07-24 14:33:46","Canceladas","11574.000000","196055.4582000000","230","319","P27-60","SIN OV","SIN PO","EcoMet 30 Twin Manual","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91991","1","66056","-","-","-"
"9260-2023","878","2023-07-24 14:33:46","Canceladas","174.000000","2947.4382000000","230","319","P29-1134","SIN OV","SIN PO","Paper Holding Band, 12in","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91991","2","66056","-","-","-"
"9260-2023","878","2023-07-24 14:33:46","Canceladas","1756.000000","29745.4108000000","230","319","P29-1183","SIN OV","SIN PO","EcoMet 30 Platen Accessory Kit, 12in","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91991","2","66056","-","-","-"
"9260-2023","878","2023-07-24 14:33:46","Canceladas","100.000000","1693.9300000000","230","319","P29-1180","SIN OV","SIN PO","EcoMet 30 Disposable Bowl Liners, 5/pk","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91991","1","66056","-","-","-"
"9262-2023","1250","2023-07-24 14:37:58","Perdidas","247.944130","4200.0000000000","227","364","L2-23","SIN OV","SIN PO","Calibración de lainas de espesores acero o plásticas desde 0.01 mm a 3 mm. Precio por pieza. Servicio con acreditación ema. Incertidumbre mínima declarada U = ±1.6 µm.","","MESS-SCT-7874-2023","2023-07-21 13:17:03","2023-07-21 15:55:42","-","91993","28","66023","Mitutoyo","184-303S",""
"9263-2023","878","2023-07-24 14:39:28","Canceladas","20656.000000","349898.1808000000","230","319","P27-61","SIN OV","SIN PO","EcoMet 30 Single Semi-Automatic","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91994","1","66056","-","-","-"
"9263-2023","878","2023-07-24 14:39:28","Canceladas","87.000000","1473.7191000000","230","319","P29-1134","SIN OV","SIN PO","Paper Holding Band, 12in","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91994","1","66056","-","-","-"
"9263-2023","878","2023-07-24 14:39:28","Canceladas","878.000000","14872.7054000000","230","319","P29-1183","SIN OV","SIN PO","EcoMet 30 Platen Accessory Kit, 12in","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91994","1","66056","-","-","-"
"9263-2023","878","2023-07-24 14:39:28","Canceladas","100.000000","1693.9300000000","230","319","P29-1180","SIN OV","SIN PO","EcoMet 30 Disposable Bowl Liners, 5/pk","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91994","1","66056","-","-","-"
"9263-2023","878","2023-07-24 14:39:28","Canceladas","211.000000","3574.1923000000","230","319","P29-1057","SIN OV","SIN PO","Central Force Drive Adapter","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91994","1","66056","-","-","-"
"9263-2023","878","2023-07-24 14:39:28","Canceladas","1888.000000","31981.3984000000","230","319","P29-1011","SIN OV","SIN PO","Loading Fixture","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91994","1","66056","-","-","-"
"9263-2023","878","2023-07-24 14:39:28","Canceladas","425.000000","7199.2025000000","230","319","P29-1013","SIN OV","SIN PO","Loading Plate for 10in/12in Holders","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91994","1","66056","-","-","-"
"9263-2023","878","2023-07-24 14:39:28","Canceladas","1234.000000","20903.0962000000","230","319","P29-1017","SIN OV","SIN PO","Specimen Holder, Central Force, 1.25in x 6, Round","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91994","1","66056","-","-","-"
"9264-2023","1508","2023-07-24 14:41:20","Ganadas","206.620108","3500.0000000000","160","319","L3-7","6082-2023","205","Servicio de calibración de patrón para perfilometro. Servicio con Acreditación A2LA.","2023-09-07 10:55:42","MESS-SCT-7884-2023","2023-07-21 15:41:21","2023-07-21 15:43:39","-","91995","1","66035","MARH","2382","682012"
"9264-2023","1508","2023-07-24 14:41:20","Ganadas","206.620108","3500.0000000000","160","319","L3-7","6082-2023","205","Servicio de calibración de patrón para perfilometro. Servicio con Acreditación A2LA.","2023-09-07 10:55:42","MESS-SCT-7884-2023","2023-07-21 15:41:21","2023-07-21 15:43:39","-","91995","1","66035","Mahr","2382","6820124"
"9265-2023","3063","2023-07-24 14:48:35","En proceso","3284.000000","55628.6612000000","30","30","P1-2510","SIN OV","SIN PO","glass scale PRISMO Z=1400, Robax","","MESS-CT-9265-2023","2023-07-24 14:48:35","2023-07-24 14:48:35","-","91996","1","0","-","-","-"
"9266-2023","878","2023-07-24 14:55:28","Canceladas","18710.000000","316934.3030000000","230","319","P27-139","SIN OV","SIN PO","AbrasiMet M (200-240 VAC, 50/60Hz)","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91997","1","66056","-","-","-"
"9266-2023","878","2023-07-24 14:55:28","Canceladas","4447.000000","75329.0671000000","230","319","P27-364","SIN OV","SIN PO","Advanced AB M Recirc System (70L,200V, 50/60Hz)","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91997","1","66056","-","-","-"
"9266-2023","878","2023-07-24 14:55:28","Canceladas","1681.000000","28474.9633000000","230","319","P29-1101","SIN OV","SIN PO","Sliding Vise Kit, Medium, Left (12mm)","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91997","1","66056","-","-","-"
"9266-2023","878","2023-07-24 14:55:28","Canceladas","1681.000000","28474.9633000000","230","319","P29-1102","SIN OV","SIN PO","Sliding Vise Kit, Medium, Right (12mm)","","MESS-SCT-7906-2023","2023-07-24 11:36:24","2023-07-24 14:04:58","-","91997","1","66056","-","-","-"
